appid,developer
347250,"MicroProse Software, Inc"
347260,"MicroProse Software, Inc"
347270,"MicroProse Software, Inc"
347280,Sheado.net
347290,Super Mega Team
347330,Upper Byte
347400,SoftWeir Inc.
347430,Jetdogs Studios
347430,Fineway Studios
347440,Deco Digital
347440,Bevel Studios
347480,Philip Royer
347510,Citeremis Inc.
347520,Alder Games
347560,Back To Basics Gaming
347580,LiveItGames LLC
347590,Alawar Entertainment
347600,Studio Forge Ltd
347610,Alawar Entertainment
347620,高考恋爱委员会
347660,Crimson Owl Studios
347670,Crian Soft
347690,Thorsten Schleinzer
347710,IF Games
347710,Vertigo Games
347720,Snowrunner Games
347730,rest.less Games
347790,Holgersson Entertainment
347820,Blossom Games
347830,Idea Factory
347830,Compile Heart
347930,Team Fractal Alligator
347940,Smoodlez
347950,Spiele-Palast GmbH
348000,Behtam Developer
348020,Dagestan Technology
348160,Dedication Labs
348180,Tin Man Games
348200,Nimble Tools
348240,Mercury Stone
348240,Angels Blue Digital Entertainment
348240,DigitalEZ
348250,Google
348270,Nonadecimal Creative
348280,4Bit Games
348290,CCCP
348300,Niffler Ltd.
348340,RunServer
348360,JoyBits Ltd.
348380,Anothink
348400,Fantasy Flight Games
348430,Fallen Tree Games Ltd
348440,Fallen Tree Games Ltd
348450,Dennis Esie
348460,Shield Break Studios
348470,"KOEI TECMO GAMES CO., LTD."
348490,Praxia Entertainment Inc
348510,Z-Software
348530,Maxwolf
348530,Fox
348540,NickySwan
348550,Arc System Works
348570,Mindwedge
348620,Zeiva Inc
348650,AGO Games
348700,Millenium Project Enterprises
348710,DIMPS
348730,DarkStar Games
348740,Piao Jingfu
348790,pheenix93
348800,"Brilliant Blue-G, LLC"
348810,iEntertainment Network Inc
348820,SoftPlanet
348840,Tiny Colossus
348840,Ciro Continisio
348860,"MyDream Interactive, Inc"
348870,Anvate Games
348910,Subsoap
348950,stage-nana
348960,Rainbow Games
348980,Narrow Monolith
349020,"Gamieon, Inc."
349040,CyberConnect2 Co. Ltd.
349060,Manifesto Game Studio
349100,Instant Kingdom
349140,Viperante
349150,"Galactic Bits, Inc"
349190,Fat Loot Games
349220,Alice & Smith
349240,Eridani Games
349250,Nuclear Strawberry
349300,Littlewitch
349320,Erotes studio
349440,Pixel Theory Games
349450,Morozov Sergey
349460,Craze Creative Studios
349500,Ian Isaro
349510,"+Mpact Games, LLC."
349530,Big Ant Studios
349540,TBA Games
349550,Yohan Launay
349550,Frederic Gaillard
349650,Baller Industries
349670,UnexEvo
349680,ASTRO PORT
349690,ASTRO PORT
349710,Jamhammer Games Inc.
349720,T3 Entertainment
349760,Hunter Hamster
349780,Five Cubed
349790,Behold Studios
349840,Kajak Games
349950,m07games
349980,CS Squared Games
349980,Among Giants
350000,"Midnight Oil Games, LLC"
350010,Artifex Mundi
350020,Spicy Horse Games
350070,Arvi Teikari
350070,Roope Mäkinen
350080,MachineGames
350090,Subaltern Games
350110,Deck13 Hamburg
350150,Moment Studio
350200,Giant Spacekat
350210,WayForward
350220,Phoenix Studio
350310,"KOEI TECMO GAMES CO., LTD."
350330,Lee Page
350380,"The Third Floor, Inc"
350380,The Virtual Reality Company
350480,Red Dwarf Games
350490,Winter Wolves
350500,Mykhail Konokh
350530,Visual Imagination Software GbR
350540,Si7
350550,Zeiva Inc
350600,PIXYUL
350610,Dingo Dango
350620,GoodVole
350630,Yokcos
350640,Frogwares
350700,"L＆K CO., LTD"
350710,DQ Team
350740,Awfully Nice Studios
350770,Kasaa Solution
350780,FreakZone Games
350800,Gametek Brasil
350810,DL Softworks
350880,Vionsoft
350910,Guard Crush Games
350970,Cococucumber
350990,Luminy Studios
351030,DL Softworks
351050,Childish Things
351060,"Cantina Games and Entertainment, Inc."
351080,Stardock Entertainment
351090,Grey Alien Games
351100,Ellada Games
351140,Reactor Zero
351150,Games With Dragons In
351170,C63 Industries
351220,Lord Eglathia
351230,Abnormal Software
351240,Renegade Sector Games
351250,Beast Games
351290,TB Games
351300,Jötunn Games
351320,Caravel Games
351330,Caravel Games
351340,Neckbolt
351400,FallenMaster
351410,Amidos
351410,Big O
351410,Bauer
351420,CyberphobX
351470,NodziGames
351480,Leslaw Sliwko
351490,Hellscape Games
351510,"Jackbox Games, Inc."
351630,Theory Georgiou
351640,Holy Priest
351690,My Owl Software
351700,Sami Maaranen (creator)
351700,Erkka Lehmus (co-designer)
351710,Idea Factory
351710,Compile Heart
351710,Felistella
351720,ZeroBit Games
351730,Chad Close
351730,Kyle Weik
351790,Milan Kazarka
351790,Jeroen van Oosten
351800,Daniel Jonathan Bourke
351810,Maddox Games
351820,Maddox Games
351860,Funatics Software
351870,Funatics Software
351910,Funatics Software
351920,Fakt Software
351940,Gaming Corps AB
351970,BANDAI NAMCO Studio Inc.
351990,FOAM Entertainment
352010,Straywire
352030,Here Be Dragonz
352050,Team Chesster
352070,Upper Class Walrus
352120,G5 Software
352130,Gromada
352130,Buka Entertainment
352140,Alawar Entertainment
352140,Amegami
352160,TEAM101
352170,Nuligine
352190,G-OLD
352210,Fully Bugged
352220,"A Sharp, LLC"
352240,Double Zero One Zero
352360,Broken Window Studios
352370,Three Phase Interactive Pty Ltd
352400,TT Games Ltd
352400,Feral Interactive (Mac)
352430,Farlight Games Industry
352440,Tin Man Games
352460,Section Studios
352520,House On Fire
352530,Stephane Graziano
352530,Franck Graziano
352530,Mathieu Lamarche
352550,Reborn Games
352580,Lost Spell
352610,ebi-hime
352620,Big Green Pillow
352640,Daniel Linssen
352640,Detective
352640,Ditto
352640,Glitchnap
352640,Shark Jump Studios
352700,Virgin Interactive Entertainment
352700,PriitK
352720,Crytivo
352740,Nekomura Games
352750,TaxSoft
352760,Mechabit Ltd
352780,Kidalang
352790,MixedBag Srl
352810,ImCyan
352850,DSK Studios Pvt. Ltd
352890,it Matters Games
352900,Black Forest Games
352950,Odin Game Studio
352960,Orbital Knight
353070,Anarchy Enterprises
353080,Anarchy Enterprises
353090,InterAction studios
353110,Shaman Games Studio
353130,4 I Lab
353190,Slipgate Ironworks™
353260,Jorge Lima
353260,Alexandre Fontoura
353270,Idea Factory
353270,Compile Heart
353270,Felistella
353280,Vectorpark
353300,Stephen Lawrence Clark
353330,Creepy Cute
353340,Substantial
353360,Nina Freeman
353360,Emmett Butler
353360,Decky Coss
353360,Joni Kittaka
353540,increpare games
353550,Rosebud Games
353560,Mario von Rickenbach
353560,Michael Frei
353600,Point2Point Entertainment
353610,Automata Source
353610,Quirkafleeg
353630,Crafty Studios
353640,Alexey Davydov
353640,Sergey Dvoynikov
353640,Timofey Shargorodskiy
353700,ACE Team
353790,Charybdis Ltd
353890,Big Ant Studios
353890,Crosse Studios
353940,HandyGames
353980,Deck13
353990,Bearded Bird Game Studio
354030,Fun Infused Games
354040,Fun Infused Games
354050,"Escape Hatch Entertainment,LLC"
354140,Scott Cawthon
354160,KT Racing
354180,Nightly Studios
354200,Jarbit
354200,Castle art by Yuriy Gusev
354230,Nerial
354240,Four Quarters
354280,CashcowGames
354290,"CRAZYDIAMOND CO., LTD."
354310,Alawar Entertainment
354380,Climax Studios
354400,BitFinity
354430,Lucasfim
354560,Pwnee Studios
354600,VR Designs
354620,Heartbit Interactive
354640,Blue Byte
354680,Rumpus
354690,Ethereal Darkness Interactive
354720,Ethereal Darkness Interactive
354730,Dancing Dragon Games
354740,Dancing Dragon Games
354770,Aaron Arcand
354820,ValuSoft
354860,NinjaISV
354860,TigerNDV
354920,Flump Studios
354930,Titan Forged Games
354950,roseVeRte
354960,Blaze Epic
354970,Blaze Epic
355010,Iceflake Studios
355020,Finalboss game studio
355050,Infinite Dreams
355060,Milestone S.r.l.
355070,Javelin OÜ
355080,Ars Creativa
355090,Modern Paradise Media Inc.
355100,Drowning Monkeys Games
355120,Smit Parmar
355130,Milestone S.r.l.
355140,Donut Games
355170,Lucasfilm
355180,Hoobalugalar_X
355190,Anarchy Interactive
355230,The Department of Silly Stuff
355240,Nussoft
355250,Totally Games
355270,Evan Tognotti
355280,Crazy Goat Games
355310,Suppressive Fire Games
355330,PlayWay SA
355350,Critical Bit
355370,Razbury Games
355380,14Dimension Enterprise
355400,LLC Intenzibne
355410,Lukas Jaeckel
355420,HYDEZEKE
355430,Rail Slave Games
355460,Innervision Games
355490,Storm Isle Productions
355490,Polywickstudio
355500,Leadwerks Software
355510,jemchicomac
355520,Cherry Co. Studios
355530,Twelve Tiles
355560,EfrenStudios
355570,AV media lab
355630,1337 & Senri AB
355650,Little World Studio
355670,Top3Line
355690,Chashu Entertainment
355760,Tonguç Bodur
355790,Cyanide Studio
355800,Passtech Games
355810,LW Games
355820,Milkbag Games
355840,Vostok Games
355860,Ape Law
355910,Fixpoint Productions
355920,DL Softworks
355970,David Wehle
355980,Valsar
356000,Choice of Games
356040,Unicube
356040,Team 17 Digital Ltd
356050,Tiger and Squid
356050,Team17 Digital Ltd
356070,Orlyapps
356090,Lohika Games
356100,radiostatic
356110,Da Picky Monkey
356130,Icy Donut
356160,Hooligans Entertainment
356170,7 Soft Pillows
356180,Minority Media Inc.
356190,Monolith Productions
356210,Nayma Software
356250,A Stranger Gravity
356260,DTF games
356270,G5 Software
356280,Arise
356290,G5 Software
356310,SNK CORPORATION
356370,Soccer Manager Ltd
356380,Brainchild
356390,Brainchild
356400,Drool
356420,Monogon Games
356430,Chris Sawyer
356450,Nostalgia
356460,different cloth
356500,Ensemble Studios
356510,Stamina-Games
356520,Underdog Games
356530,Hanako Games
356540,roseVeRte
356550,roseVeRte
356560,roseVeRte
356570,Pinokl Games
356570,Kverta
356580,ektomarch
356650,White Rabbit
356670,Lag Studios
356710,Kiritsu Games
356730,LearnDistrict Inc.
356730,The Negatives
356770,Astrosimer
356790,Puny Human
356800,Choice of Games
356880,David Mulder
356890,SMG Studio
356910,Arc System Works
356910,DotEmu
357010,Shortbreak Studios s.c.
357030,Tesseract Interactive
357070,Walter Machado
357120,Double Stallion Games
357190,"CAPCOM CO., LTD."
357200,Poorwill Games
357290,Talentplace
357300,Noumenon Games
357310,Shining Pixel Studios
357320,Craig Gibbs
357330,nornware AB
357340,Oxeye Game Studio
357370,Michael Lückgen
357490,Hungry Planet Games
357500,NIMONIX
357600,Kittehface Software
357650,Sebastian Nigro
357670,The Stork Burnt Down
357690,RIP Studios LLC
357700,Rocktastic Games
357720,Seaven Studio
357750,Luis Ruiz
357770,DistrictTeam
357780,Alda Games
357830,Timedrop Studios
357840,Lunagames
357890,KaleidoGames
357900,Sometimes You
357910,Fivang
357920,Ghost Machine
357930,reMaginarium
357940,Sinister Design
358000,On The Level Game Studios
358030,Vision Riders Entertainment
358070,Eric Hornby
358080,ColloseusX
358080,cpmilan
358090,Access Games
358130,Maschinen-Mensch
358190,JAM Productions
358200,Redwood Games
358210,3D Realms (Apogee Software)
358220,Animation F/X
358230,3D Realms (Apogee Software)
358250,3D Realms (Apogee Software)
358260,3D Realms (Apogee Software)
358270,Remedy
358290,Moonlite Software
358300,3D Realms (Apogee Software)
358310,JAM Productions
358320,3D Realms (Apogee Software)
358340,Redwood Games
358350,3D Realms (Apogee Software)
358360,Cygnus Studios
358370,Terminal Reality
358380,Beavis Soft
358390,3D Realms
358410,3D Realms (Apogee Software)
358460,Nomad Games
358610,Aleksander Ciesielski
358650,Cyber Rhino Studios
358700,Robert Dahlenburg
358750,Love in Space
358760,Fastermind Games
358770,Lupiesoft
358810,Duckbridge
358830,Pyrodactyl
358840,Guerrilla Bandit
358960,Finji
358960,Kittehface Software
359040,David Szymanski
359050,marbenx
359060,Atomicom Limited
359070,Hunter Gatherer Games
359090,Prexen Studios
359100,Toxic Games
359140,Anarchy Enterprises
359160,Undead Yeti Software
359190,Tymon Zgainski
359220,Rainbow Studios
359230,Triskell Interactive
359250,Absolutist Ltd.
359260,Absolutist Ltd.
359280,Orangepixel
359300,Singe Studio
359310,Shiro Games
359320,Frontier Developments
359340,DL Softworks
359350,Freshly Squeezed
359370,Team Eyepatch
359390,Idea Factory
359390,Design Factory
359400,Peltast Software
359420,Presto Studios
359440,bluffman
359450,Forge Reply srl
359550,Ubisoft Montreal
359560,Cosmic Logic
359580,Cowardly Creations
359600,Climax Studios
359620,Infogrames
359630,Particle Systems Ltd.
359650,Interplay Entertainment Corp.
359670,Warfare Studios
359800,Reiza Studios
359810,RunServer
359840,Klonk Games
359870,Square Enix
359900,NeocoreGames
359920,Burrito Studio
359940,Andrii Vintsevych
359960,Studio Bean
360010,Team Isolation
360030,Swinfjord-Games
360040,Lord Bytesworth
360150,Eko Software
360170,Eko Software
360380,Estelion
360390,OMNIDREAM CREATIONS
360400,Tobop Productions
360430,Hangar 13
360430,Aspyr (Mac)
360450,Absorb Reality
360510,Fugitive Games
360530,Vertex Pop
360550,InvertMouse
360580,Fun Infused Games
360590,Gamestarters
360600,SpookyFish Games
360620,Frogsong Studios AB
360640,Jetdogs Studios
360640,Zoom Out Games
360650,Jetdogs Studios
360650,Zoom Out Games
360680,Isaac Nichols
360720,Tiny Utopia
360730,Red Team Games
360740,Moppin
360750,Casualogic
360830,Playtonic Games
360840,Speelbaars
360850,Dubrovkin Sergei
360870,Tigerish Games
360880,Zeenoh
360880,7 Seals
360890,"AndrewDrumov, Sanke Berdochan"
360940,Virtual Basement LLC
360940,Code Headquarters LLC
360970,Fabio Ferrara
360990,SmashMouth Games Ltd
361020,MumboJumbo
361040,Heartbit Interactive
361100,Stun Games
361110,Magical Hackers
361130,Playtap Games
361160,Risen Phoenix Studios
361190,Forever Entertainment S. A.
361200,Reality Twist GmbH
361230,Dan & Gary Games
361250,Mayhem Games USA
361280,Gamious
361300,Le Cartel Studio
361320,Hothouse Creations Ltd
361330,Immersive Douro
361350,Megastorm Games
361360,WayForward
361370,Game Mechanic Studios
361380,Dark Fox
361420,System Era Softworks
361430,Game Studio Abraham Stolk Inc.
361550,Flying Cafe for Semianimals
361560,Dolores Entertainment
361600,Vovoid Media Technologies AB
361620,Artur Mandas
361630,Retro Yeti Games
361670,Totally Games
361680,MK-ULTRA Games
361690,Totally Games
361800,oddonegames
361830,Ed Curtis-Sivess
361850,8Floor
361890,Ulysses Games
361930,Alawar Stargaze
361930,Alawar Entertainment
361950,Toyman Interactive
361950,Alawar Entertainment
361970,Yustas Game Studio
361970,Alawar Entertainment
361990,Roope Tamminen
362020,Aqualuft Games
362030,Little Games Company
362060,Seth O'Dale
362090,Thylacine Studios
362130,Warfare Studios
362140,Warfare Studios
362150,Warfare Studios
362160,Wise Dad Games
362290,RadiationBurn
362310,Achebit
362350,Plain Concepts Corp
362370,bitshift
362380,House House
362400,Thomas Bacon
362410,Vertigo Games
362490,Bare Mettle Entertainment
362610,SilentFuture
362620,Coredumping
362660,White Cat
362680,Killmonday Games AB
362740,Casual Box Games
362780,ValuSoft
362790,Chimera Entertainment
362810,PillowPigGames
362830,Z-Software GmbH
362860,Stroboskop
362890,Crowbar Collective
362920,Cryo Interactive
362920,Koalabs
362930,Artefacts Studios
362940,Emberheart Games
362960,Obsidian Entertainment
363050,Humongous Entertainment
363060,Humongous Entertainment
363070,Humongous Entertainment
363090,"KOEI TECMO GAMES CO., LTD."
363110,"KOEI TECMO GAMES CO., LTD."
363130,"KOEI TECMO GAMES CO., LTD."
363150,"KOEI TECMO GAMES CO., LTD."
363180,SmartArt Game Studio
363200,devFluid
363220,Michael J. Moffitt
363220,Julian J. Hammerstein
363240,Parabox Games
363270,Egamea Game Studios
363330,World-Loom
363360,Split Polygon
363410,NeoNight
363430,devotid
363440,Capcom
363460,Phr00t's Software
363490,Mint Age Studios
363500,Gregory Avery-Weir
363500,Melissa Avery-Weir
363510,Michael Flynn
363520,Whalebox Studio
363530,Gabriel Interactive
363580,NAMI TENTOU
363600,Daylight Studios
363610,Black Lime Studio
363620,Liens
363620,Power Up to Maximum
363650,TEAM TANDS PLUS
363660,Caipirinha Games
363670,Bigosaur
363680,Tindalos Interactive
363790,PigelPix
363840,HexWar Games Ltd
363890,KADOKAWA
363890,Yoji Ojima
363920,Nekomura Games
363930,Silent Dreams
363940,Elder Games
363950,Magic Sandbox
363960,HandyGames
363970,Playsaurus
363980,CAVYHOUSE
364000,Lakeview Interactive LLC
364050,Tlön Studios
364050,Ilex Games
364060,klobit LLC
364100,Brandon Brizzi
364130,Jordan Sendar
364190,Giant Enemy Labs
364200,Frogames
364230,Shiver Games
364250,TRIANGLE SERVICE
364260,"Byte-UP Co., ltd."
364300,Red Beat
364350,Midian Design
364360,CREATIVE ASSEMBLY
364360,Feral Interactive (Linux)
364360,Feral Interactive (Mac)
364370,Benjamin Famiglietti
364380,Sven Kohn
364390,Harvester Games
364420,SmashGames
364470,"Sparkypants Studios, LLC"
364480,Eerie Games
364510,Kronosaur Productions
364630,Carbon Games
364640,Legend Studio
364660,blizzy Games
364690,KITATUS STUDIOS
364700,Dan FitzGerald
364700,Trichotomy
364720,Team2Bit
364740,MoaCube
364750,exosyphen studios
364770,Dustin Gunn
364790,Peculiar Games
364800,Interplay Entertainment Corp.
364810,Interplay Entertainment Corp.
364820,Interplay Entertainment Corp.
364830,"Tenwall Creatives, Inc."
364840,Urbanscan
364850,JhonGames
364880,Chris Mailloux
364890,Jake Olson
364900,Seven Sails Games
364910,Black Lime Studio
364930,Zoo Corporation
364940,Rhema Press
364970,Ambiera e.U.
365020,Andrii Vintsevych
365050,Stephane Bottin
365060,Silver Goblet Games
365070,DeXP
365080,Locomotivah
365090,Patrick God
365110,JAMgames
365120,Adam Mowery
365140,REFUGIO3D®
365140,Claudio Panzanaro
365150,Synter Games
365160,Parabole
365190,SkyBox Labs
365200,Pop Sandbox
365210,Choice of Games
365240,cybercritics
365260,Panic Ensues Software
365270,Jeff Trier
365280,Questtracers
365290,Morphodox Studios
365300,Shokunin
365300,Thomas M. Visser
365300,Vincent Thiele
365310,Screeching Wizard
365320,HKFiftyOne Games
365330,Blaze Epic
365340,Blaze Epic
365350,Chu-3
365350,Bakufu Narayama
365360,Overhype Studios
365400,LemonOrange
365420,Digital Entertainment
365430,Thomas Gwaltney
365440,Ian D. Martin
365450,Team Fractal Alligator
365460,OM ENTERTAINMENT
365480,Witching Hour Studios
365500,undef
365510,Perro Electrico
365560,Shenandoah Studio
365580,J. King-Spooner
365590,Massive Entertainment
365620,iEntertainment Network Inc
365660,Roll7
365680,Bloober Team SA
365730,Prelusion Games
365750,HB Studios
365760,Super Icon Ltd
365770,Bithell Games
365800,VoxelStorm
365810,ACE MADDOX
365850,Nonlinear
365860,tjern
365870,Team Kryll
365880,Kelkafa Studios
365880,Cardboard Sword Limited
365880,Jet Stone Studios
365890,Cat Rabbit
365900,Retronic Games
365930,Garage Monkey Studio
365960,Studio 397
365980,ORBI Games
366000,"Digits Crossed Interactive, LLC"
366010,LionSword
366040,Ginger Labs LLC
366050,Bolder Games
366060,Rage Monster Games
366090,Pipliz
366100,Epic LLama
366180,Ben Aprigliano
366210,Bad Seed
366220,Code Club AB
366230,SNK CORPORATION
366230,DotEmu
366240,SNK CORPORATION
366240,DotEmu
366250,DotEmu
366260,SNK CORPORATION
366260,DotEmu
366270,SNK CORPORATION
366270,DotEmu
366280,SNK CORPORATION
366280,DotEmu
366290,Dangerous Derk Interactive
366320,Swing Swing Submarine
