appid,publisher
451200,Pixel Maverick Games
451210,VLLADGET
451230,Proficient City
451340,Code Horizon
451340,PlayWay S.A.
451350,Rainbow Games
451360,Fenrisulfr  ZLeaf
451400,Merge Games
451400,Headup Games
451520,"Wevr, Inc."
451540,Fox Buchele
451570,COWCAT
451600,Relative Games
451630,MGFM
451640,Winter Wolves
451650,Philip Day
451660,Play Publishing
451670,OtakuMaker.com
451700,Chronicle Games
451760,Sekai Project
451780,Idea Factory International
451800,Skirmish Entertainment
451830,Studio48
451830,Fomochkina Margarita
451840,RocketWerkz
451870,Mark Schramm
451880,Back To Basics Gaming
451900,David Mccue
451920,Aldorlea Games
451930,Verran
451950,Trend Redaktions- und Verlagsgesellschaft mbH
451960,United Independent Entertainment GmbH
451980,The Body VR LLC
451990,Play Native Entertainment
452000,United Independent Entertainment GmbH
452060,The Yogscast
452120,Talecore Studios
452120,Valiant Game Studio AB
452180,ButtonSoft
452230,Kongregate
452240,"oeFun, Inc."
452320,The Glitch Factory
452340,SOEDESCO Publishing
452410,Screwtape Studios
452420,Degica
452440,JAST USA	
452450,SOEDESCO Publishing
452490,Pelican Party Studios
452510,Arc System Works
452540,Grip Digital
452570,Adult Swim Games
452650,Clockwork Game Software
452710,realities.io
452860,isTom Games Kft.
452920,Excalibur Games
452930,United Independent Entertainment GmbH
452970,Nilo Studios
453000,"WaveVR, Inc."
453030,Snapjaw Games GmbH
453090,Texel Raptor
453100,Forever Entertainment S. A.
453130,Wee Free Studio
453220,Bytesprite
453270,diman production
453290,AGM PLAYISM
453300,AGM PLAYISM
453310,Vision Games Publishing LTD
453320,Myoubouh Corp
453340,Date Nighto
453350,Games For Tutti
453390,Big Fish Games
453470,Sol Bot Studios
453480,"Cygames, Inc."
453480,Cygames Korea Inc.
453500,zoocros
453510,TEN TIULENYA team
453650,Leveled Games
453660,Go Dark Studios
453670,Infernal Dream
453680,Axis Games
453690,Brain Seal Ltd
453700,Groupees Interactive
453710,Dancing Developers
453720,LizardFactory
453730,The Secret Pie
453740,tjern
453750,Immersed Games
453770,Green Sauce Games
453780,Green Sauce Games
453790,Havishamone Games
453810,"Axol Studio, LLC"
453820,New Reality Games
453830,Chequered Ink Ltd.
453850,Sometimes You
453870,Quantum Realm Games
453880,Renegade Sector Games
453890,Sir Bedlam Productions
453910,Armor Games Studios
453950,Self-Publish
453960,Kazakov Oleg
453980,Fifth Dimension Company
453990,Ryan Melmoth
454030,Brainwashing Games
454040,Peace
454060,Endless Loop Studios
454070,Eren Aydin
454080,David Mulder
454100,Alexey Roenko
454130,Blaze Epic
454140,Mikori Games
454150,Firehawk Studios
454160,Arif Games
454170,Xorcerox
454180,Anea_Duo_Dev
454190,Moltenplay
454200,Back To Basics Gaming
454220,Hybriona Labs
454230,1812 Productions
454250,100 Stones Interactive
454260,Ackmi
454320,[OneManBand]
454330,René Bühling
454350,Driven Arts
454380,Pirate Software
454390,Depth First Games
454410,Rising Star Games
454420,Luandun Games Pte. Ltd.
454430,Nekomura Games
454460,Trazzy Entertainment
454480,SUN MONKEY Games
454520,Xibalba Studios
454530,Slitherine Ltd.
454540,DiP Online
454570,Seraphim Creations
454580,CarVin Interactive
454600,Fuero Games
454610,BadLand Publishing
454630,zerofiftyone
454650,BANDAI NAMCO Entertainment
454670,DreamsSoftGames
454690,Sometimes You
454700,Spritewrench
454720,pointfiveteam
454730,ZK-Tech
454750,Creaky Lantern Games
454770,Serenity Forge
454780,Batu Games LLC
454870,Stereo7 Games
454890,New Reality Games
454900,Roman Kozhukhov
454910,Aeria Games
454930,Dagestan Technology
454950,Merge Games
454970,DiPi Games
455000,juezhu
455020,PokerStars Mobile Limited 
455080,Big Fish Games
455100,Spawn Point OSK
455110,Not Magic
455120,Blind Bird
455190,Inclusion Studios
455200,Large Visible Machine
455200,Your Move Games
455230,Temple Gates Games
455290,Lost Mountain
455310,Igrasil Studio
455340,Slitherine Ltd.
455400,BANDAI NAMCO Entertainment
455440,Kubold
455480,Afterlife Games
455490,cupholder
455590,plaiko
455640,Lucas Parise
455640,Mind Flayer Studios
455690,DL Softworks
455700,GameMill Entertainment
455710,Displacement Studios
455770,Lumenox ehf
455820,Spearhead Games
455830,3 Fright
455910,LucasArts
455910,Lucasfilm
455910,Disney Interactive
455940,irritatingFLY studio
455960,Inclusion Studios
455970,Heartomics
455980,Suncrash
455990,Jollyfish Games
456090,Bitporters LTD.
456130,Moon Pub Games
456160,EDEVOX
456170,Armitage Games
456180,Samurai Punk
456420,HyperPub
456430,RunServer
456440,Tayfun Tuna
456450,Jaunt Inc.
456540,LucasArts
456540,Lucasfilm
456540,Disney Interactive
456660,Heartomics
456670,Defiant Development
456690,Alawar Entertainment
456740,Freekstorm
456750,Fireproof Games
456760,DebonosuWorks Inc.
456780,  Milestone S.r.l.
456810,Forever Entertainment S. A.
456830,Gray Fin Studios
456920,Limitless Ltd
456980,DQ Team
457010,IllusoryWorldEntertainment
457130,StormBorn Studio
457140,Klei Entertainment
457210,Headup
457230,Trion Worlds
457320,TreeFortress Games
457330,Cruderocks
457340,Head Start Design
457370,Dharker Studio
457380,TeamStormVR
457420,Bossa Studios
457440,GK
457440,AEY Inc.
457450,Ratalaika Games S.L.
457480,Russpuppy
457490,Afterthought Studios
457520,Nauris Amatnieks
457530,Michaela Laws
457550,"Bigscreen, Inc."
457570,Fossil Games
457580,Stephen Long
457590,Subagames
457650,VoyagerVR
457660,Imbanova Entertainment Inc.
457670,"Vrideo, Inc."
457680,SIGONO INC.
457690,Serellan LLC
457730,Zillion Whales
457760,Big Robot Ltd
457770,Skydome Studios
457810,Absolutist Ltd.
457820,New Reality Games
457860,Immersive VR Education Ltd.
457870,Scornz
457890,aeiowu
457960,"Alzan Studios, LLC"
457980,Unosquare
458000,Creaky Corpse Ltd
458030,Casualogic
458040,One Man Left Studios
458060,Seraphim Creations
458110,Animate Objects
458170,Eendhoorn Games
458190,Big Dumb Fun Games
458200,Luke Iannini
458230,Minion Productions Inc.
458290,"Lucid Sight, Inc."
458330,Bludgeonsoft
458370,Rank17
458380,MangaGamer
458410,Kyy Games
458420,Aldorlea Games
458450,Worldgame entertainment 
458470,Artifex Mundi
458480,Artifex Mundi
458490,Plug In Digital
458500,Plug In Digital
458510,Plug In Digital
458520,Lorenzo Games
458520,Michael L. Fiorentino Gutierrez
458540,Gamious
458560,GP Games
458580,Psytec Games Ltd
458590,Hammerhead VR
458600,Bitlock Studio
458630,Positech Games
458660,RevampedPRO
458680,Phantom Compass
458700,Insane Dreamers
458710,Ironhide Game Studio
458730,"Spike Chunsoft Co., Ltd."
458750,PGN Inc
458760,Watercress Studios
458770,Bigben Interactive
458820,DMD 'Ware
458830,Cherry Pop Games
458890,"Within Unlimited, Inc."
458920,2K
458940,Siberian Digital
458970,Frudelsoft
458990,Spectral Illusions
459010,Spectral Illusions
459020,John Wizard
459040,Libredia
459080,Ysbryd Games
459090,Ysbryd Games
459100,Jack Twin
459130,Sapphire Dragon Productions
459150,ZoopTEK
459160,My.com
459170,Discovr Labs
459220,Microsoft Studios
459260,Pompaduo
459310,Choice of Games
459350,Rooster Teeth Games
459410,Fedor Votrin
459440,Dovetail Games
459470,Slitherine Ltd.
459520,Maithonis Studios
459540,Sekai Project
459580,Timeless Games
459610,Blue Blaze Gaming
459630,Blue Budgie Studios
459640,Aldorlea Games
459680,Dinofarm Games
459760,Moebiusgames
459780,Ludovic Texier
459820,Sad Panda Studios
459830,+7 Software
459870,Pheonise
459880,PlayFortress
459910,Abstract Tree Studio
459940,Red Mount Media
460060,JoyBits Ltd.
460120,Idea Factory International
460140,Orrery Games
460150,Last Lotus
460160,Frontwing USA
460190,Codeglue
460220,10tons Ltd
460230,Strategic Designs Ltd.
460340,Battlecruiser Games
460430,Yangyang Mobile
460510,Emblematic Group
460540,www.dev-zoo.net
460560,Guru Games
460580,Escape Velocity Limited
460630,"Rocket-Engine Co.,Ltd."
460640,Nkidu Games Inc.
460650,"Dejobaan Games, LLC"
460700,GameTrust Games
460750,DreamSail Games
460780,Spiderweb Software
460790,SEGA
460810,SEGA
460850,Penrose Studios
460910,phime studio LLC
460920,Ubisoft
460930,Ubisoft
460940,Homegrown Games - a HRMC Label
460950,Devolver Digital
460960,GrabTheGames
460960,WhisperGames
460970,MagicalTimeBean
460990,Holospark
461010,Forever Entertainment S. A.
461030,Jonathan Mulcahy
461040,TECOPARK
461140,Freshtrax
461170,the whale husband
461180,Surreal Games
461210,UnexEvo
461220,Hexecutable
461230,KasSanity
461280,Opium Pulses Entertainment
461320,VR Sports
461340,Aldorlea Games
461350,Aldorlea Games
461360,Aldorlea Games
461370,Warfare Studios
461380,Warfare Studios
461390,Paperdog Games
461400,Rootify
461410,Outer Planet Studios
461430,FlipSwitch Games
461480,Rake in Grass
461490,Broken Arms Games Pty Ltd
461500,Fireproof Games
461520,The_Kiddy
461560,Blind Sky Studios
461580,Strategy First
461590,Strategy First
461600,Strategy First
461620,Clarus Victoria
461640,Chandler Rounsley
461650,Choice of Games
461680,Flyleap Studios
461690,Siberian Digital
461700,Michaela Laws
461710,Critical Games
461720,Siberian Digital
461730,Akim Games
461750,Specter Game Studios
461760,Herrero Games
461780,Trevor Jones
461810,ROSEVERTE
461820,Dark Gaia Studios
461830,Groupees Interactive
461840,Hamster On Coke Games
461850,EJRGames
461860,ECC GAMES SP. Z O.O.
461880,Sometimes You
461890,Sometimes You
461910,Panoramik Inc
461940,HeroCraft
461950,11 bit studios
461970,Rainbow Goats Studio
461990,MOS Games
462000,"COLOPL, Inc."
462030,Riviysky
462070,HexWar Games
462100,AGM PLAYISM
462110,89AM Studio
462130,Projectile Entertainment
462200,EfimovMax
462220,EnsenaSoft
462240,Dear Villagers
462250,Dear Villagers
462400,Ocean Media LLC
462440,Darewise Entertainment
462480,"Reality Smash, Inc."
462520,Directive Games Limited
462530,8i
462570,Buka Entertainment
462580,Buka Entertainment
462590,Hello There Games
462620,Plug In Digital
462620,WhisperGames
462630,Vision Games Publishing LTD
462640,Vision Games Publishing LTD
462670,Since Idea Games
462700,KISS ltd
462730,Lonely Troops
462770,Supergiant Games
462780,THQ Nordic
462830,Joona Vartiainen
462860,"Ugly Beard Games, LLC"
462910,"Lucid Sight, Inc."
462930,Hyper Hippo Games
462940,Factus Games
462950,TEN10 Games
462960,GrabTheGames
462990,VisualArts
463000,Wang Liwen
463010,SiBear
463020,Unwonted Studios
463030,Tonguç Bodur
463040,Dagestan Technology
463050,Dagestan Technology
463060,FIVE-BN GAMES
463070,Hanaji Games
463070,Gamera Game
463100,Sometimes You
463110,Sometimes You
463120,EnsenaSoft
463150,HypeTrain Digital
463160,Underbite Games
463170,HandyGames
463180,Herrero Games
463210,New Reality Games
463220,New Reality Games
463240,NedoStudio
463250,SkyReacher Entertainment
463270,@unepic_fran
463290,Psyop
463320,Choice of Games
463390,Keinart Lobre
463400,Wobbly Duck Studios
463410,Digilie Studio s.n.c.
463430,Aegon Games Ltd
463440,"Hut 90, Inc."
463450,Jason Free
463460,Sekai Project
463470,Canu Arts
463480,Gameland Studios
463520,Cubic Pie
463530,Slug Disco Studios
463540,Lambda
463540,恶魔橘子
463550,Atriagames
463670,Blackturn Ltd
463700,Double Eleven
463710,Sometimes You
463760,Bad Seed
463800,RogueWare
463830,LigaGamesStudio
463850,"Rageborn Studio, LLC"
463860,Gaijin inCubator
463880,Falling Star Studio
463920,Gentle Ghouls
463930,Forever Entertainment S. A.
463980,Righteous Hammer Games
464000,Vive Studios
464020,Vive Studios
464040,Proud Camel Games
464050,Heroic Games
464060,Devolver Digital
464070,Dogenzaka Lab
464080,Dogenzaka Lab
464100,1C Entertainment 
464110,TACS Games
464150,Klabater
464230,RunServer
464240,pixepob
464340,Microids
464350,Screeps
464360,Crunchy Leaf Games
464380,Hosted Games
464400,Steel Wool Studios
464440,Talking About Media
464450,Degica
464490,Frontwing USA
464500,Frontwing USA
464530,2D Heroes
464540,Fire Panda Ltd.
464610,Ninma Ltd
464620,Thylacine Studios LLC
464630,Libredia
464650,13AM Games
464670,ClorithStudio
464690,Syrena Interactive
464700,Kokua Games
464740,Clockwork Acorn
464760,André Bertaglia
464780,NextNinja
464800,Absolutist Ltd.
464850,Big Ant Studios
464880,Iceberg Interactive
464900,adamgryu
464920,Paradox Interactive
464940,Sketchfab
464950,Studio Wumpus
464960,Sometimes You
465000,Pavel Zinchenko
465010,Abstractron
465020,Michael Jendryssek
465050,Blackturn Ltd
465060,Degica
465070,Degica
465090,Big Ant Studios
465130,Alpheratz*
465150,Steel Wool Studios
465170,Artifex Mundi
465180,Owl Studio
465190,UltraShock Gaming LLC
465200,Awesome Games Studio
465240,Devolver Digital
465240,Croteam
465280,Microids
465310,"The Family, LLC"
465360,Prism Entertainment
465360,Retroism
465430,Zulubo Productions
465440,Biodrone Studios
465450,Headtrip Games llc
465490,Maverick Games
465510,Dualhaze
465520,YETU GAME
465540,Alibi
465650,Out of the Park Developments
465660,Out of the Park Developments
465670,Nebula Interactive
465710,Camex Games
465720,Artifex Mundi
465750,HexWar Games
465760,Flazm
465780,Digital Cybercherries
465840,SNK CORPORATION
465860,Big Fish Games
465870,SNK CORPORATION
465890,Big Fish Games
465900,Big Fish Games
465920,Big Fish Games
465930,Indievision
465960,Big Fish Games
465970,Big Fish Games
465990,Big Fish Games
466000,Big Fish Games
466010,Big Fish Games
466020,Big Fish Games
466030,Big Fish Games
466040,Big Fish Games
466050,Big Fish Games
466060,Big Fish Games
466070,Big Fish Games
466080,Big Fish Games
466100,Big Fish Games
466110,Digital Tribe
466130,PQube Limited
466130,SONNORI Corp
466160,Dragon Slumber
466170,Shugasu GmbH
466210,IceTorch Interactive
466240,Automaton
466280,Lewis Fitzjohn
466290,Animate Objects
466300,Beamdog
466350,Awaceb
466420,Storm Sharks Production
466430,Choice of Games
466480,Alexander Kov
466490,Artifex Mundi
466500,Носков Сергей
466520,Forever Entertainment S. A.
466560,Shiro Games
466580,Marco Tancredi
466660,Frogdice
466720,MuseumSyndicate.com
466730,FreezeNova
466740,MAD Virtual Reality Studio
466770,ampersandbear
466780,Alawar Entertainment
466790,Dagestan Technology
466800,CoaguCo Industries
466810,NVLMaker
466820,Team Grybanser Fox
466830,From Soy Sauce LLC
466840,Back To Basics Gaming
466860,Pixel Gangsta Studio
466860,Flying Interactive
466890,VGstudio
466900,MUZBOZ Games
466910,Freakinware Studios
466920,Ghostlight LTD
466940,PIXOWL INC.
466980,Pixel Maniacs
467000,New Reality Games
467060,Skyjaz Games
467090,Nuno Donato
467120,Magicbane
467170,slimefriend
467210,Kyrylo Kuzyk
467220,7 Raven Studios
467270,Tom Kingston
467290,Nightdive Studios
467290,Completely Unexpected Productions
467310,Sunight Games
467320,Mega Dwarf Inc.
467330,DXF Games
467350,Hunter Software Pty Ltd Australia
467360,Cosmo D Studios
467370,Four Winged Studio
467380,Suits & Sandals
467390,Dymchick1
467400,Joe Chisholm
467430,Buka Entertainment
467470,Actual Humans
467480,Dynamoid
467490,Orchid Games
467520,Eversim
467570,IndieGala
467660,VRWERX
467760,Shrimpcave Industries
467780,vested interest
467790,Ripped Wizards
467810,Dashing Strike
467820,Jonathan Wood
467850,RetroRevolution
467890,Blazing Tree Studio
467900,Frogshark
467910,Nick Everlith
467930,STUDIO HG
467950,Just1337 Publisher
467960,TPP Studio
468000,BANDAI NAMCO Entertainment
468050,Big Cow Studios
468070,Isokron
468080,Brandon Brizzi
468100,Zordix AB
468110,"mode of expression, LLC"
468130,Games by Brundle
468150,Hive Mind Studios
468160,Hart Laboratories LLC
468170,Infiniverse
468240,MarineVerse
468310,Hello There AB
468320,EnsenaSoft
468330,Catness Game Studios
468350,Stefan Elsen
468490,Just1337 Publisher
468530,Cloak and Dagger Games
468540,Logic tree
468560,Good Vibration Games
468570,KISS ltd
468650,Flashman Games
468670,Kongregate
468700,Lightspeed Studios™
468740,Mythical City Games
468780,"A & B Game Studios, LLC"
468800,Digerati Distribution
468820,DrashVR LLC
468920,Ultimate Games S.A.
468920,PlayWay S.A.
468930,Polyslash
469550,Play Publishing
469560,Blaze Forward Games
469600,AutoAttack Games
469610,Adult Swim Games
469650,Disney Interactive
469710,Checkmark Games
469720,Monstrum
469730,Back To Basics Gaming
469790,My Dog Zorro
469800,North Star Games
469820,Devolver Digital
469830,Mediatonic
469890,takk
469900,GamingVNetwork
469920,Drizzly Bear
469930,Electronic Experience
469980,VisualPath
469990,Sekai Project
470020,Cellbloc Studios
470040,SkyRiver Studios
470060,OtakuMaker.com
470090,1C Entertainment
470130,Hangzhou NezhaGames
470140,Mostly Harmless Games
470170,Raconteur Games
470210,Reverb Triple XP
470220,Ubisoft Entertainment
470260,Ocelot Society
470270,Stas Shostak
470280, Imbanova Entertainment Inc.
470300,WINGED SAKURA GAMES
470310,Dandylion
470440,Leaghorn
470450,Mega Boss Game Studio
470470,Waynetron
470480,Rockin' Android
470490,Stonepunk Studios
470580,Colorspace Studio
470590,rkd.zone
470600,5Wolf
470740,PlayWay S.A.
470760,UAA Software
470780,Ysbryd Games
470780,WhisperGames
470890,D&K Games Studio
471010,IMGN.PRO
471160,Big Fish Games
471170,Lonely Troops
471200,Verge of Brilliance LLC
471220,RadishBox
471260,Kurisu no Patto
471270,Kaio Interactive
471330,DiezelPower
471380,Baby Duka
471400,Spread Shot Studios LLC
471550,Frozenbyte
471570,Kivano
471570,Kurki.games
471630,Steelehouse VR Studios
471660,Infectious Ape
471700,Tio Atum
471710,Against Gravity®
471730,nocanwin
471770,"Arcen Games, LLC"
471810,SMG Studio
471910,Zotdinex
471920,Might and Delight
472060,Jon Sudbury Games
472420,Alliance Digital Media
472680,Neoclassic Games
472720,Chocolatefudge Games
472740,GHRIAN STUDIO
472770,SEGA
472830,Yusuke Uemura 
472870,MangaGamer
473140,exosyphen studios
473450,Adam DeLease
473460,NVLMaker
473470,New Reality Games
473480,EnsenaSoft
473510,NodziGames
473520,Nuno Donato
473530,Headup
473540,CoaguCo Industries
473560,Back To Basics Gaming
473610,EuroVideo Medien 
473670,Forever Entertainment S. A.
473690,Devolver Digital
473710,Akakiy Petrushkin
473710,AYE Technology
473720,Nighthawk Interactive LLC
473730,Dagestan Technology
473740,Dagestan Technology
473770,Neognosis
473780,RAC7
473800,From Soy Sauce LLC
473810,diman production
473840,Random Thoughts Enterainment
473910,invrse studios
473920,bad chalk
473970,Mozg Labs
474010,Monkeys Tales Studio
474030,Manuel Pazos
474030,Daniel Celemín
474050,White Rabbit Games
474210,Transhuman Design
474240,Frogwares
474620,Outgunned Games
474730,Flying Interactive
